official_code,name,source,type,deck_origin,complexity,vertical_slice_role,script_path,script_found,database_found,source_art_path,art_asset,image_available,test_status,notes,database_name,database_alias
00000483,Parallel Teleport,official,Carta de Magia,allcards-numeric-0001-2500,quick,,official/c483.lua,true,true,C:\Users\ocara\Downloads\allcards\images\483.jpg,Assets/StreamingAssets/Ygo/Art/483.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Parallel Teleport,
00002511,Cucológio Labrinto,official,Monstro de Efeito,allcards-numeric-0001-2500,quick,,official/c2511.lua,true,true,C:\Users\ocara\Downloads\allcards\images\2511.jpg,Assets/StreamingAssets/Ygo/Art/2511.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Labrynth Cooclock,
00010000,Dragão dos Dez Mil,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c10000.lua,true,true,C:\Users\ocara\Downloads\allcards\images\10000.jpg,Assets/StreamingAssets/Ygo/Art/10000.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Ten Thousand Dragon,
00027551,Reversão do Limite,official,Carta de Armadilha,allcards-numeric-0001-2500,continuous,,official/c27551.lua,true,true,C:\Users\ocara\Downloads\allcards\images\27551.jpg,Assets/StreamingAssets/Ygo/Art/27551.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Limit Reverse,
00032864,O 13º Túmulo,official,Monstro Normal,allcards-numeric-0001-2500,simple,,,not_required_no_effect,true,C:\Users\ocara\Downloads\allcards\images\32864.jpg,Assets/StreamingAssets/Ygo/Art/32864.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,The 13th Grave,
00035699,ESPIRÃO Dormente,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c35699.lua,true,true,C:\Users\ocara\Downloads\allcards\images\35699.jpg,Assets/StreamingAssets/Ygo/Art/35699.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,SPYRAL Sleeper,
00039015,Sentinela de Ataque,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c39015.lua,true,true,C:\Users\ocara\Downloads\allcards\images\39015.jpg,Assets/StreamingAssets/Ygo/Art/39015.jpg,true,pending,Imported from the July 2026 curated deck batch.,Assault Sentinel,
00041546,D/D Sábio Thomas,official,Monstro Pêndulo de Efeito,allcards-numeric-0001-2500,negation,,official/c41546.lua,true,true,C:\Users\ocara\Downloads\allcards\images\41546.jpg,Assets/StreamingAssets/Ygo/Art/41546.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,D/D Savant Thomas,
00041777,Encantamento da Gema,official,Carta de Armadilha,allcards-numeric-0001-2500,intermediate,,official/c41777.lua,true,true,C:\Users\ocara\Downloads\allcards\images\41777.jpg,Assets/StreamingAssets/Ygo/Art/41777.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Gem-Enhancement,
00043227,Magnum the Reliever,official,Monstro de Fusão,allcards-numeric-0001-2500,extra_deck,,official/c43227.lua,true,true,C:\Users\ocara\Downloads\allcards\images\43227.jpg,Assets/StreamingAssets/Ygo/Art/43227.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Magnum the Reliever,
00044818,Cavalestrela Orbitael,official,Monstro de Efeito,allcards-numeric-0001-2500,quick,,official/c44818.lua,true,true,C:\Users\ocara\Downloads\allcards\images\44818.jpg,Assets/StreamingAssets/Ygo/Art/44818.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Starry Knight Orbitael,
00050755,Círculo do Mago,official,Carta de Armadilha,allcards-numeric-0001-2500,trigger,,official/c50755.lua,true,true,C:\Users\ocara\Downloads\allcards\images\50755.jpg,Assets/StreamingAssets/Ygo/Art/50755.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Magician's Circle,
00056889,Duelo Entre Dimensões,official,Carta de Armadilha,allcards-numeric-0001-2500,trigger,,official/c56889.lua,true,true,C:\Users\ocara\Downloads\allcards\images\56889.jpg,Assets/StreamingAssets/Ygo/Art/56889.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Cross-Dimensional Duel,
00059080,Magia Magic - Thunder of Judgment,official,Carta de Magia,allcards-numeric-0001-2500,intermediate,,official/c59080.lua,true,true,C:\Users\ocara\Downloads\allcards\images\59080.jpg,Assets/StreamingAssets/Ygo/Art/59080.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Magia Magic - Thunder of Judgment,
00062121,Castelo das Ilusões Sombrias,official,Monstro de Efeito,allcards-numeric-0001-2500,intermediate,,official/c62121.lua,true,true,C:\Users\ocara\Downloads\allcards\images\62121.jpg,Assets/StreamingAssets/Ygo/Art/62121.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Castle of Dark Illusions,
00064865,Cyberse Code Magician,official,Monstro de Ritual,allcards-numeric-0001-2500,trigger,,official/c64865.lua,true,true,C:\Users\ocara\Downloads\allcards\images\64865.jpg,Assets/StreamingAssets/Ygo/Art/64865.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Cyberse Code Magician,
00096540,Baixo Tempo,official,Carta de Magia,allcards-numeric-0001-2500,intermediate,,official/c96540.lua,true,true,C:\Users\ocara\Downloads\allcards\images\96540.jpg,Assets/StreamingAssets/Ygo/Art/96540.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Downbeat,
00098905,Espéctro Críptico,official,Carta de Armadilha,allcards-numeric-0001-2500,trigger,,official/c98905.lua,true,true,C:\Users\ocara\Downloads\allcards\images\98905.jpg,Assets/StreamingAssets/Ygo/Art/98905.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Cipher Spectrum,
00102380,Golem de Lava,official,Monstro de Efeito,allcards-numeric-0001-2500,intermediate,,official/c102380.lua,true,true,C:\Users\ocara\Downloads\allcards\images\102380.jpg,Assets/StreamingAssets/Ygo/Art/102380.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Lava Golem,
00109401,Soldado da Dimensão das Trevas,official,Monstro Sincro,allcards-numeric-0001-2500,extra_deck,,official/c109401.lua,true,true,C:\Users\ocara\Downloads\allcards\images\109401.jpg,Assets/StreamingAssets/Ygo/Art/109401.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Dark Dimension Soldier,
00111280,Magia Negra Expandida,official,Carta de Magia,allcards-numeric-0001-2500,quick,,official/c111280.lua,true,true,C:\Users\ocara\Downloads\allcards\images\111280.jpg,Assets/StreamingAssets/Ygo/Art/111280.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Dark Magic Expanded,
00114932,Despedaçador sísmico,official,Monstro de Efeito,allcards-numeric-0001-2500,intermediate,,official/c114932.lua,true,true,C:\Users\ocara\Downloads\allcards\images\114932.jpg,Assets/StreamingAssets/Ygo/Art/114932.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Seismic Crasher,
00122520,Camarartista Pupilo do Céu,official,Monstro de Efeito,allcards-numeric-0001-2500,negation,,official/c122520.lua,true,true,C:\Users\ocara\Downloads\allcards\images\122520.jpg,Assets/StreamingAssets/Ygo/Art/122520.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Performapal Sky Pupil,
00123709,Senhor da Lança Laval,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c123709.lua,true,true,C:\Users\ocara\Downloads\allcards\images\123709.jpg,Assets/StreamingAssets/Ygo/Art/123709.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Laval Lancelord,
00126218,Dado Caveira,official,Carta de Armadilha,allcards-numeric-0001-2500,intermediate,,official/c126218.lua,true,true,C:\Users\ocara\Downloads\allcards\images\126218.jpg,Assets/StreamingAssets/Ygo/Art/126218.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Skull Dice,
00128454,Camarartista Molaganso,official,Monstro de Efeito,allcards-numeric-0001-2500,intermediate,,official/c128454.lua,true,true,C:\Users\ocara\Downloads\allcards\images\128454.jpg,Assets/StreamingAssets/Ygo/Art/128454.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Performapal Springoose,
00131182,Virador Milagroso,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c131182.lua,true,true,C:\Users\ocara\Downloads\allcards\images\131182.jpg,Assets/StreamingAssets/Ygo/Art/131182.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Miracle Flipper,
00132308,Princesa Rikka,official,Monstro de Efeito,allcards-numeric-0001-2500,negation,,official/c132308.lua,true,true,C:\Users\ocara\Downloads\allcards\images\132308.jpg,Assets/StreamingAssets/Ygo/Art/132308.jpg,true,pending,Imported from the July 2026 curated deck batch.,Rikka Princess,
00135598,Rato-Chave,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c135598.lua,true,true,C:\Users\ocara\Downloads\allcards\images\135598.jpg,Assets/StreamingAssets/Ygo/Art/135598.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Key Mouse,
00146746,Articulador Furioso de Duas Cabeças,official,Monstro Link,allcards-numeric-0001-2500,extra_deck,,official/c146746.lua,true,true,C:\Users\ocara\Downloads\allcards\images\146746.jpg,Assets/StreamingAssets/Ygo/Art/146746.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Double Headed Anger Knuckle,
00164710,Travessuras dos Gnomos,official,Carta de Armadilha,allcards-numeric-0001-2500,intermediate,,official/c164710.lua,true,true,C:\Users\ocara\Downloads\allcards\images\164710.jpg,Assets/StreamingAssets/Ygo/Art/164710.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Mischief of the Gnomes,
00168917,Vylon Hept,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c168917.lua,true,true,C:\Users\ocara\Downloads\allcards\images\168917.jpg,Assets/StreamingAssets/Ygo/Art/168917.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Vylon Hept,
00176392,Koa'ki Meiru Prototype,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c176392.lua,true,true,C:\Users\ocara\Downloads\allcards\images\176392.jpg,Assets/StreamingAssets/Ygo/Art/176392.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Koa'ki Meiru Prototype,
00176393,Koa'ki Meiru Token,official,Ficha,runtime_dependency:allcards-numeric-0001-2500,runtime_dependency,,,not_required_token,true,C:\Users\ocara\Downloads\allcards\images\176393.jpg,Assets/StreamingAssets/Ygo/Art/176393.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Koa'ki Meiru Token,
00191749,Relâmpago de Heroísmo!!,official,Carta de Magia,allcards-numeric-0001-2500,intermediate,,official/c191749.lua,true,true,C:\Users\ocara\Downloads\allcards\images\191749.jpg,Assets/StreamingAssets/Ygo/Art/191749.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Hero Flash!!,
00197042,Returnia Exoirmã,official,Carta de Armadilha,allcards-numeric-0001-2500,trigger,,official/c197042.lua,true,true,C:\Users\ocara\Downloads\allcards\images\197042.jpg,Assets/StreamingAssets/Ygo/Art/197042.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Exosister Returnia,
00209710,Palhaço Meneio,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c209710.lua,true,true,C:\Users\ocara\Downloads\allcards\images\209710.jpg,Assets/StreamingAssets/Ygo/Art/209710.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Flick Clown,
00212652,Trap of the Poisonous Scorpion,official,Carta de Armadilha,allcards-numeric-0001-2500,trigger,,official/c212652.lua,true,true,C:\Users\ocara\Downloads\allcards\images\212652.jpg,Assets/StreamingAssets/Ygo/Art/212652.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Trap of the Poisonous Scorpion,
00213326,E - Chamada de Emergência,official,Carta de Magia,allcards-numeric-0001-2500,intermediate,,official/c213326.lua,true,true,C:\Users\ocara\Downloads\allcards\images\213326.jpg,Assets/StreamingAssets/Ygo/Art/213326.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,E - Emergency Call,
00218704,Fenrir,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c218704.lua,true,true,C:\Users\ocara\Downloads\allcards\images\218704.jpg,Assets/StreamingAssets/Ygo/Art/218704.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Fenrir,
00220414,Camarartista Virasoldado,official,Monstro de Efeito,allcards-numeric-0001-2500,negation,,official/c220414.lua,true,true,C:\Users\ocara\Downloads\allcards\images\220414.jpg,Assets/StreamingAssets/Ygo/Art/220414.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Performapal Turn Trooper,
00242146,Balista de Destruição de Defesas,official,Carta de Magia,allcards-numeric-0001-2500,trigger,,official/c242146.lua,true,true,C:\Users\ocara\Downloads\allcards\images\242146.jpg,Assets/StreamingAssets/Ygo/Art/242146.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Ballista of Rampart Smashing,
00255998,Guerreiro Rápido,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c255998.lua,true,true,C:\Users\ocara\Downloads\allcards\images\255998.jpg,Assets/StreamingAssets/Ygo/Art/255998.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Rapid Warrior,
00259314,Inzektor Gauntlet,official,Carta de Armadilha,allcards-numeric-0001-2500,intermediate,,official/c259314.lua,true,true,C:\Users\ocara\Downloads\allcards\images\259314.jpg,Assets/StreamingAssets/Ygo/Art/259314.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Inzektor Gauntlet,
00263926,Bonzo Solitário,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c263926.lua,true,true,C:\Users\ocara\Downloads\allcards\images\263926.jpg,Assets/StreamingAssets/Ygo/Art/263926.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Bonze Alone,
00269012,Colina do Criador Aprisionado,official,Carta de Magia,allcards-numeric-0001-2500,trigger,,official/c269012.lua,true,true,C:\Users\ocara\Downloads\allcards\images\269012.jpg,Assets/StreamingAssets/Ygo/Art/269012.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Mound of the Bound Creator,
00269510,Prisão de Fogo,official,Carta de Magia,allcards-numeric-0001-2500,negation,,official/c269510.lua,true,true,C:\Users\ocara\Downloads\allcards\images\269510.jpg,Assets/StreamingAssets/Ygo/Art/269510.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Fire Prison,
00276357,Salvação Shinobird,official,Carta de Armadilha,allcards-numeric-0001-2500,negation,,official/c276357.lua,true,true,C:\Users\ocara\Downloads\allcards\images\276357.jpg,Assets/StreamingAssets/Ygo/Art/276357.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Shinobird Salvation,
00282886,Sirena Abisnariz,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c282886.lua,true,true,C:\Users\ocara\Downloads\allcards\images\282886.jpg,Assets/StreamingAssets/Ygo/Art/282886.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Mermail Abyssnose,
00284224,Dois Avatares - Mitsu-Jaku Edificado,official,Monstro de Fusão,allcards-numeric-0001-2500,extra_deck,,official/c284224.lua,true,true,C:\Users\ocara\Downloads\allcards\images\284224.jpg,Assets/StreamingAssets/Ygo/Art/284224.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Dual Avatar - Empowered Mitsu-Jaku,
00286392,Guerreiro Jato,official,Monstro Sincro,allcards-numeric-0001-2500,extra_deck,,official/c286392.lua,true,true,C:\Users\ocara\Downloads\allcards\images\286392.jpg,Assets/StreamingAssets/Ygo/Art/286392.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Jet Warrior,
00291414,Dragão das Vontades Convergentes,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c291414.lua,true,true,C:\Users\ocara\Downloads\allcards\images\291414.jpg,Assets/StreamingAssets/Ygo/Art/291414.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Converging Wills Dragon,
00293542,T.G. Lobo de Guerra,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c293542.lua,true,true,C:\Users\ocara\Downloads\allcards\images\293542.jpg,Assets/StreamingAssets/Ygo/Art/293542.jpg,true,pending,Imported from starter-decks-2026-08.,T.G. Warwolf,
00295517,Um Oceano Lendário,official,Carta de Magia,allcards-numeric-0001-2500,intermediate,,official/c295517.lua,true,true,C:\Users\ocara\Downloads\allcards\images\295517.jpg,Assets/StreamingAssets/Ygo/Art/295517.jpg,true,pending,Reconciled from published CardCatalog.,A Legendary Ocean,22702055
00296499,A Regulamentação da Tribo,official,Carta de Armadilha,allcards-numeric-0001-2500,continuous,,official/c296499.lua,true,true,C:\Users\ocara\Downloads\allcards\images\296499.jpg,Assets/StreamingAssets/Ygo/Art/296499.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,The Regulation of Tribe,
00298846,Trickstar Colchica,official,Monstro Link,allcards-numeric-0001-2500,extra_deck,,official/c298846.lua,true,true,C:\Users\ocara\Downloads\allcards\images\298846.jpg,Assets/StreamingAssets/Ygo/Art/298846.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Trickstar Colchica,
00303660,Amplificador,official,Carta de Magia,allcards-numeric-0001-2500,negation,,official/c303660.lua,true,true,C:\Users\ocara\Downloads\allcards\images\303660.jpg,Assets/StreamingAssets/Ygo/Art/303660.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Amplifier,
00313513,Engrenagem Mágica,official,Carta de Magia,allcards-numeric-0001-2500,intermediate,,official/c313513.lua,true,true,C:\Users\ocara\Downloads\allcards\images\313513.jpg,Assets/StreamingAssets/Ygo/Art/313513.jpg,true,pending,Imported from starter-decks-2026-08.,Spell Gear,
00324483,Ultimate Flame Swordsman,official,Monstro de Fusão,allcards-numeric-0001-2500,extra_deck,,official/c324483.lua,true,true,C:\Users\ocara\Downloads\allcards\images\324483.jpg,Assets/StreamingAssets/Ygo/Art/324483.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Ultimate Flame Swordsman,
00327051,Vritra Magistus,official,Carta de Magia,allcards-numeric-0001-2500,trigger,,official/c327051.lua,true,true,C:\Users\ocara\Downloads\allcards\images\327051.jpg,Assets/StreamingAssets/Ygo/Art/327051.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Magistus Vritra,
00336369,Gusto Squirro,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c336369.lua,true,true,C:\Users\ocara\Downloads\allcards\images\336369.jpg,Assets/StreamingAssets/Ygo/Art/336369.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Gusto Squirro,
00336601,Moon Gardna,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c336601.lua,true,true,C:\Users\ocara\Downloads\allcards\images\336601.jpg,Assets/StreamingAssets/Ygo/Art/336601.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Moon Gardna,
00340002,Camarartista Martelefante,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c340002.lua,true,true,C:\Users\ocara\Downloads\allcards\images\340002.jpg,Assets/StreamingAssets/Ygo/Art/340002.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Performapal Elephammer,
00342673,Dark Magician the Magician of Black Magic,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c342673.lua,true,true,C:\Users\ocara\Downloads\allcards\images\342673.jpg,Assets/StreamingAssets/Ygo/Art/342673.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Dark Magician the Magician of Black Magic,
00359563,Hordeum Maligno Pesadelo,official,Monstro Xyz,allcards-numeric-0001-2500,extra_deck,,official/c359563.lua,true,true,C:\Users\ocara\Downloads\allcards\images\359563.jpg,Assets/StreamingAssets/Ygo/Art/359563.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Evilswarm Nightmare,
00365213,Chegar em Luz,official,Carta de Magia,allcards-numeric-0001-2500,continuous,,official/c365213.lua,true,true,C:\Users\ocara\Downloads\allcards\images\365213.jpg,Assets/StreamingAssets/Ygo/Art/365213.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Arrive in Light,
00368382,Dinonévoa Bráquio,official,Monstro Pêndulo de Efeito,allcards-numeric-0001-2500,negation,,official/c368382.lua,true,true,C:\Users\ocara\Downloads\allcards\images\368382.jpg,Assets/StreamingAssets/Ygo/Art/368382.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Dinomist Brachion,
00373085,Hinista Inflamada,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c373085.lua,true,true,C:\Users\ocara\Downloads\allcards\images\373085.jpg,Assets/StreamingAssets/Ygo/Art/373085.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Firebrand Hymnist,
00387282,Irmã Gagaga,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c387282.lua,true,true,C:\Users\ocara\Downloads\allcards\images\387282.jpg,Assets/StreamingAssets/Ygo/Art/387282.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Gagaga Sister,
00402416,Obliterate!!! Blaze,official,Carta de Magia,allcards-numeric-0001-2500,quick,,official/c402416.lua,true,true,C:\Users\ocara\Downloads\allcards\images\402416.jpg,Assets/StreamingAssets/Ygo/Art/402416.jpg,true,pending,Imported from august-2026-nine-deck-batch.,Obliterate!!! Blaze,
00402568,Wattgirafa,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c402568.lua,true,true,C:\Users\ocara\Downloads\allcards\images\402568.jpg,Assets/StreamingAssets/Ygo/Art/402568.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Wattgiraffe,
00403847,A Força A.,official,Carta de Magia,allcards-numeric-0001-2500,continuous,,official/c403847.lua,true,true,C:\Users\ocara\Downloads\allcards\images\403847.jpg,Assets/StreamingAssets/Ygo/Art/403847.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,The A. Forces,
00410904,Despertar dos Possuídos - Rasenryu,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c410904.lua,true,true,C:\Users\ocara\Downloads\allcards\images\410904.jpg,Assets/StreamingAssets/Ygo/Art/410904.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Awakening of the Possessed - Rasenryu,
00423585,Monge Invocador,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c423585.lua,true,true,C:\Users\ocara\Downloads\allcards\images\423585.jpg,Assets/StreamingAssets/Ygo/Art/423585.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Summoner Monk,
00423705,"Gearfried, o Cavaleiro de Ferro",official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c423705.lua,true,true,C:\Users\ocara\Downloads\allcards\images\423705.jpg,Assets/StreamingAssets/Ygo/Art/423705.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Gearfried the Iron Knight,
00425934,Goblin da Ganância,official,Monstro de Efeito,allcards-numeric-0001-2500,intermediate,,official/c425934.lua,true,true,C:\Users\ocara\Downloads\allcards\images\425934.jpg,Assets/StreamingAssets/Ygo/Art/425934.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Goblin of Greed,
00433377,Blitzclique - Steppleader,official,Carta de Magia,allcards-numeric-0001-2500,continuous,,official/c433377.lua,true,true,C:\Users\ocara\Downloads\allcards\images\433377.jpg,Assets/StreamingAssets/Ygo/Art/433377.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Blitzclique - Steppleader,
00440556,Tubarão Bahamut,official,Monstro Xyz,allcards-numeric-0001-2500,extra_deck,,official/c440556.lua,true,true,C:\Users\ocara\Downloads\allcards\images\440556.jpg,Assets/StreamingAssets/Ygo/Art/440556.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Bahamut Shark,
00458748,O Livro da Lei,official,Carta de Magia,allcards-numeric-0001-2500,quick,,official/c458748.lua,true,true,C:\Users\ocara\Downloads\allcards\images\458748.jpg,Assets/StreamingAssets/Ygo/Art/458748.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,The Book of the Law,
00464362,Tigre Peladura,official,Monstro de Fusão,allcards-numeric-0001-2500,extra_deck,,official/c464362.lua,true,true,C:\Users\ocara\Downloads\allcards\images\464362.jpg,Assets/StreamingAssets/Ygo/Art/464362.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Frightfur Tiger,
00473469,Driving Snow,official,Carta de Armadilha,allcards-numeric-0001-2500,trigger,,official/c473469.lua,true,true,C:\Users\ocara\Downloads\allcards\images\473469.jpg,Assets/StreamingAssets/Ygo/Art/473469.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Driving Snow,
00487395,Espírito da Água,official,Monstro Normal,allcards-numeric-0001-2500,simple,,,not_required_no_effect,true,C:\Users\ocara\Downloads\allcards\images\487395.jpg,Assets/StreamingAssets/Ygo/Art/487395.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Water Spirit,
00494922,Samurai Superpesado Senhor da Guerra Susanowo,official,Monstro Sincro,allcards-numeric-0001-2500,extra_deck,,official/c494922.lua,true,true,C:\Users\ocara\Downloads\allcards\images\494922.jpg,Assets/StreamingAssets/Ygo/Art/494922.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Superheavy Samurai Warlord Susanowo,
00525110,Inmate Cereja,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c525110.lua,true,true,C:\Users\ocara\Downloads\allcards\images\525110.jpg,Assets/StreamingAssets/Ygo/Art/525110.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Cherry Inmato,
00545781,"Mahaama, o Dragão Fada",official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c545781.lua,true,true,C:\Users\ocara\Downloads\allcards\images\545781.jpg,Assets/StreamingAssets/Ygo/Art/545781.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Mahaama the Fairy Dragon,
00549481,Rato Prevenido,official,Monstro Normal,allcards-numeric-0001-2500,simple,,,not_required_no_effect,true,C:\Users\ocara\Downloads\allcards\images\549481.jpg,Assets/StreamingAssets/Ygo/Art/549481.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Prevent Rat,
00561300,Poisonous Viper,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c561300.lua,true,true,C:\Users\ocara\Downloads\allcards\images\561300.jpg,Assets/StreamingAssets/Ygo/Art/561300.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Poisonous Viper,
00564541,Dragão Totem,official,Monstro de Efeito,allcards-numeric-0001-2500,trigger,,official/c564541.lua,true,true,C:\Users\ocara\Downloads\allcards\images\564541.jpg,Assets/StreamingAssets/Ygo/Art/564541.jpg,true,pending,Imported from allcards-numeric-0001-2500 with streaming artwork.,Totem Dragon,
