official_code,script_code,origin,card_type
3657444,3657444,august-2026-nine-deck-batch,33
3659803,3659803,august-2026-nine-deck-batch,2
5370235,5370235,august-2026-nine-deck-batch,33
5373478,5373478,august-2026-nine-deck-batch,33
5376159,5376159,august-2026-nine-deck-batch,4
5780210,5780210,august-2026-nine-deck-batch,4129
5829717,5829717,august-2026-nine-deck-batch,97
6498706,6498706,august-2026-nine-deck-batch,2
7459919,7459919,august-2026-nine-deck-batch,33
7602800,7602800,august-2026-nine-deck-batch,131074
7902349,,august-2026-nine-deck-batch,17
8124921,,august-2026-nine-deck-batch,17
8559524,8559524,august-2026-nine-deck-batch,65538
8571567,8571567,august-2026-nine-deck-batch,4129
8978197,8978197,august-2026-nine-deck-batch,33
9012916,9012916,august-2026-nine-deck-batch,8225
9047460,9047460,august-2026-nine-deck-batch,4129
9753964,9753964,august-2026-nine-deck-batch,8225
10602628,10602628,august-2026-nine-deck-batch,12321
10817524,10817524,august-2026-nine-deck-batch,97
11825276,11825276,august-2026-nine-deck-batch,97
11827244,11827244,august-2026-nine-deck-batch,2
12923641,12923641,august-2026-nine-deck-batch,131074
13171876,13171876,august-2026-nine-deck-batch,33
13298352,13298352,august-2026-nine-deck-batch,97
14625090,14625090,august-2026-nine-deck-batch,131074
14785765,14785765,august-2026-nine-deck-batch,33
15198996,15198996,august-2026-nine-deck-batch,33
15397015,15397015,august-2026-nine-deck-batch,33
15848542,15848542,august-2026-nine-deck-batch,33
16516630,16516630,august-2026-nine-deck-batch,33
16960120,16960120,august-2026-nine-deck-batch,33
17465972,17465972,august-2026-nine-deck-batch,4129
17655904,17655904,august-2026-nine-deck-batch,2
18597560,18597560,august-2026-nine-deck-batch,4
18967507,18967507,august-2026-nine-deck-batch,97
19299793,19299793,august-2026-nine-deck-batch,33
19333131,19333131,august-2026-nine-deck-batch,8388641
20065259,20065259,august-2026-nine-deck-batch,33
20508881,20508881,august-2026-nine-deck-batch,65538
20618850,20618850,august-2026-nine-deck-batch,65538
20654247,20654247,august-2026-nine-deck-batch,161
21082832,21082832,august-2026-nine-deck-batch,130
22283204,22283204,august-2026-nine-deck-batch,65538
22634473,22634473,august-2026-nine-deck-batch,4
22804410,22804410,august-2026-nine-deck-batch,33
22835145,22835145,august-2026-nine-deck-batch,4129
23008320,23008320,august-2026-nine-deck-batch,2
23617756,23617756,august-2026-nine-deck-batch,4
23893227,23893227,august-2026-nine-deck-batch,33
24207889,24207889,august-2026-nine-deck-batch,131076
24361622,24361622,august-2026-nine-deck-batch,67108897
24662957,24662957,august-2026-nine-deck-batch,4
24799107,24799107,august-2026-nine-deck-batch,97
25784595,25784595,august-2026-nine-deck-batch,33
26232916,26232916,august-2026-nine-deck-batch,524290
28190303,28190303,august-2026-nine-deck-batch,33
28373620,28373620,august-2026-nine-deck-batch,97
29311166,29311166,august-2026-nine-deck-batch,33
29432790,29432790,august-2026-nine-deck-batch,65538
29719112,29719112,august-2026-nine-deck-batch,33
29975188,29975188,august-2026-nine-deck-batch,33
30430448,30430448,august-2026-nine-deck-batch,65538
31562086,31562086,august-2026-nine-deck-batch,65538
31699677,31699677,august-2026-nine-deck-batch,33
31887806,31887806,august-2026-nine-deck-batch,33
32600024,32600024,august-2026-nine-deck-batch,33
32768230,32768230,august-2026-nine-deck-batch,65538
32807846,32807846,august-2026-nine-deck-batch,2
32939238,32939238,august-2026-nine-deck-batch,262146
33093439,33093439,august-2026-nine-deck-batch,33554465
33396948,33396948,august-2026-nine-deck-batch,33
34242278,34242278,august-2026-nine-deck-batch,33
34761841,34761841,august-2026-nine-deck-batch,4129
34976176,34976176,august-2026-nine-deck-batch,33
35480699,35480699,august-2026-nine-deck-batch,65538
35659410,35659410,august-2026-nine-deck-batch,131074
36442179,36442179,august-2026-nine-deck-batch,4129
36734924,36734924,august-2026-nine-deck-batch,4129
36857073,36857073,august-2026-nine-deck-batch,8225
37354507,37354507,august-2026-nine-deck-batch,67108897
37542782,37542782,august-2026-nine-deck-batch,97
37552929,37552929,august-2026-nine-deck-batch,33
37613663,37613663,august-2026-nine-deck-batch,2
37630732,37630732,august-2026-nine-deck-batch,2
37818794,37818794,august-2026-nine-deck-batch,97
38699854,38699854,august-2026-nine-deck-batch,2
38775407,38775407,august-2026-nine-deck-batch,33
40110009,40110009,august-2026-nine-deck-batch,2
40398073,40398073,august-2026-nine-deck-batch,33
40418351,40418351,august-2026-nine-deck-batch,97
40975574,40975574,august-2026-nine-deck-batch,4129
41230939,41230939,august-2026-nine-deck-batch,33
41232647,41232647,august-2026-nine-deck-batch,97
41462083,41462083,august-2026-nine-deck-batch,65
41578483,41578483,august-2026-nine-deck-batch,97
41620959,41620959,august-2026-nine-deck-batch,2
42055234,42055234,august-2026-nine-deck-batch,33
42719764,42719764,august-2026-nine-deck-batch,131076
44352516,44352516,august-2026-nine-deck-batch,524290
44519536,,august-2026-nine-deck-batch,17
44656491,44656491,august-2026-nine-deck-batch,131074
45064756,45064756,august-2026-nine-deck-batch,131076
45078193,45078193,august-2026-nine-deck-batch,33
47219274,47219274,august-2026-nine-deck-batch,97
47393199,47393199,august-2026-nine-deck-batch,4
48048590,48048590,august-2026-nine-deck-batch,33
49003716,49003716,august-2026-nine-deck-batch,33
49238328,49238328,august-2026-nine-deck-batch,2
49575521,49575521,august-2026-nine-deck-batch,33
50056656,50056656,august-2026-nine-deck-batch,131076
50078509,50078509,august-2026-nine-deck-batch,131076
50371210,50371210,august-2026-nine-deck-batch,262146
50766506,50766506,august-2026-nine-deck-batch,131076
51779204,51779204,august-2026-nine-deck-batch,65538
52589809,52589809,august-2026-nine-deck-batch,33
52875873,52875873,august-2026-nine-deck-batch,2
53334471,53334471,august-2026-nine-deck-batch,131076
53567095,53567095,august-2026-nine-deck-batch,4
53860621,53860621,august-2026-nine-deck-batch,262146
54475145,54475145,august-2026-nine-deck-batch,33
54594017,54594017,august-2026-nine-deck-batch,4129
55704856,55704856,august-2026-nine-deck-batch,65538
55990317,55990317,august-2026-nine-deck-batch,97
56364287,56364287,august-2026-nine-deck-batch,33
57043986,57043986,august-2026-nine-deck-batch,33
57416183,57416183,august-2026-nine-deck-batch,4
58131925,58131925,august-2026-nine-deck-batch,33
58820853,58820853,august-2026-nine-deck-batch,33
59281922,59281922,august-2026-nine-deck-batch,33
59432181,59432181,august-2026-nine-deck-batch,2
59616123,59616123,august-2026-nine-deck-batch,4
59750328,59750328,august-2026-nine-deck-batch,2
59839761,59839761,august-2026-nine-deck-batch,4
60465049,60465049,august-2026-nine-deck-batch,8225
60600126,60600126,august-2026-nine-deck-batch,2
62991792,62991792,august-2026-nine-deck-batch,4129
63017368,63017368,august-2026-nine-deck-batch,524290
63031396,63031396,august-2026-nine-deck-batch,2
63947968,63947968,august-2026-nine-deck-batch,33
64014615,64014615,august-2026-nine-deck-batch,65538
64034255,64034255,august-2026-nine-deck-batch,4129
64043465,64043465,august-2026-nine-deck-batch,131076
64202399,64202399,august-2026-nine-deck-batch,33
64332231,64332231,august-2026-nine-deck-batch,8388641
64749612,64749612,august-2026-nine-deck-batch,33
64753988,64753988,august-2026-nine-deck-batch,131074
64952266,64952266,august-2026-nine-deck-batch,2
66141736,66141736,august-2026-nine-deck-batch,8225
66712905,66712905,august-2026-nine-deck-batch,65538
66752837,66752837,august-2026-nine-deck-batch,33
67159705,67159705,august-2026-nine-deck-batch,1057
67169062,67169062,august-2026-nine-deck-batch,2
67234805,67234805,august-2026-nine-deck-batch,131076
67282505,67282505,august-2026-nine-deck-batch,33
67835547,67835547,august-2026-nine-deck-batch,65538
68038375,68038375,august-2026-nine-deck-batch,131076
68957034,68957034,august-2026-nine-deck-batch,65538
69031175,69031175,august-2026-nine-deck-batch,8225
69145169,69145169,august-2026-nine-deck-batch,65538
69176851,69176851,august-2026-nine-deck-batch,67108897
69973414,69973414,august-2026-nine-deck-batch,4
70368879,70368879,august-2026-nine-deck-batch,2
70465810,70465810,august-2026-nine-deck-batch,33
70903634,,august-2026-nine-deck-batch,17
71187462,71187462,august-2026-nine-deck-batch,4129
71440209,71440209,august-2026-nine-deck-batch,4
71867500,71867500,august-2026-nine-deck-batch,2
72278479,72278479,august-2026-nine-deck-batch,4
72402069,72402069,august-2026-nine-deck-batch,16785441
72714392,72714392,august-2026-nine-deck-batch,4129
72930878,72930878,august-2026-nine-deck-batch,4
73129314,73129314,august-2026-nine-deck-batch,33
73218989,73218989,august-2026-nine-deck-batch,8225
73452089,73452089,august-2026-nine-deck-batch,97
73534250,73534250,august-2026-nine-deck-batch,33
73652465,73652465,august-2026-nine-deck-batch,4129
74157028,74157028,august-2026-nine-deck-batch,97
74169516,74169516,august-2026-nine-deck-batch,33
74659582,74659582,august-2026-nine-deck-batch,97
75380687,75380687,august-2026-nine-deck-batch,97
75498415,75498415,august-2026-nine-deck-batch,33
76403456,76403456,august-2026-nine-deck-batch,4
76721030,76721030,august-2026-nine-deck-batch,131076
76782778,76782778,august-2026-nine-deck-batch,33
76913983,76913983,august-2026-nine-deck-batch,8225
77152542,77152542,august-2026-nine-deck-batch,33
77360173,77360173,august-2026-nine-deck-batch,4129
77515704,77515704,august-2026-nine-deck-batch,131076
77625948,77625948,august-2026-nine-deck-batch,33
78231355,78231355,august-2026-nine-deck-batch,2
79875526,79875526,august-2026-nine-deck-batch,33
80033124,80033124,august-2026-nine-deck-batch,2
80254726,80254726,august-2026-nine-deck-batch,1048580
81105204,81105204,august-2026-nine-deck-batch,33
81193865,81193865,august-2026-nine-deck-batch,262146
81470373,81470373,august-2026-nine-deck-batch,33
81674782,81674782,august-2026-nine-deck-batch,131074
82428674,82428674,august-2026-nine-deck-batch,4
82562802,82562802,august-2026-nine-deck-batch,33
82944432,82944432,august-2026-nine-deck-batch,8388641
83257450,83257450,august-2026-nine-deck-batch,97
83266092,83266092,august-2026-nine-deck-batch,131076
84433295,84433295,august-2026-nine-deck-batch,97
84815190,84815190,august-2026-nine-deck-batch,8225
85215458,85215458,august-2026-nine-deck-batch,33
85899505,85899505,august-2026-nine-deck-batch,97
86686671,86686671,august-2026-nine-deck-batch,2
87025064,87025064,august-2026-nine-deck-batch,65538
87390067,87390067,august-2026-nine-deck-batch,33
87451661,87451661,august-2026-nine-deck-batch,8225
87483942,87483942,august-2026-nine-deck-batch,33
87837090,87837090,august-2026-nine-deck-batch,8225
88453933,88453933,august-2026-nine-deck-batch,33
89040386,89040386,august-2026-nine-deck-batch,4
90448279,90448279,august-2026-nine-deck-batch,8388641
90590303,90590303,august-2026-nine-deck-batch,8388641
91351370,91351370,august-2026-nine-deck-batch,131074
92107604,92107604,august-2026-nine-deck-batch,524290
92385016,92385016,august-2026-nine-deck-batch,97
92773018,92773018,august-2026-nine-deck-batch,131076
92962242,92962242,august-2026-nine-deck-batch,33
93229151,93229151,august-2026-nine-deck-batch,65538
94145683,94145683,august-2026-nine-deck-batch,65538
94445733,94445733,august-2026-nine-deck-batch,65538
94670654,94670654,august-2026-nine-deck-batch,33
95027497,95027497,august-2026-nine-deck-batch,33
95545183,95545183,august-2026-nine-deck-batch,65538
95697223,95697223,august-2026-nine-deck-batch,65538
96239878,96239878,august-2026-nine-deck-batch,131074
96367119,96367119,august-2026-nine-deck-batch,1048580
97489701,97489701,august-2026-nine-deck-batch,8225
98173209,98173209,august-2026-nine-deck-batch,131074
98396890,98396890,august-2026-nine-deck-batch,4129
98645731,98645731,august-2026-nine-deck-batch,2
98672567,98672567,august-2026-nine-deck-batch,2
17985575,17985575,runtime_dependency,33
48228391,,runtime_dependency,16401
9047461,,runtime_dependency,16401
27125110,,runtime_dependency,17
62113340,,runtime_dependency,17
64631466,64631466,runtime_dependency,161
70465811,,runtime_dependency,20497
71625222,71625222,runtime_dependency,33
74659583,,runtime_dependency,16401
88819587,,runtime_dependency,17
293542,293542,starter-decks-2026-08,33
313513,313513,starter-decks-2026-08,2
612115,612115,starter-decks-2026-08,33
1371589,1371589,starter-decks-2026-08,33
1953925,1953925,starter-decks-2026-08,33
2405631,2405631,starter-decks-2026-08,8225
2625939,2625939,starter-decks-2026-08,65538
3136426,3136426,starter-decks-2026-08,131074
3137279,3137279,starter-decks-2026-08,33
3534077,3534077,starter-decks-2026-08,33
3797883,,starter-decks-2026-08,17
4253484,4253484,starter-decks-2026-08,33
4433488,4433488,starter-decks-2026-08,4
4446672,4446672,starter-decks-2026-08,2
4918855,4918855,starter-decks-2026-08,33
5975022,5975022,starter-decks-2026-08,33
6740720,,starter-decks-2026-08,17
6917479,6917479,starter-decks-2026-08,33
7445307,7445307,starter-decks-2026-08,33
8353769,,starter-decks-2026-08,17
8471389,,starter-decks-2026-08,17
8794055,8794055,starter-decks-2026-08,524290
9416697,9416697,starter-decks-2026-08,33
10509340,10509340,starter-decks-2026-08,33
11761845,,starter-decks-2026-08,17
12652643,12652643,starter-decks-2026-08,97
13140300,,starter-decks-2026-08,17
13683298,13683298,starter-decks-2026-08,33
15717011,15717011,starter-decks-2026-08,33
15947754,15947754,starter-decks-2026-08,33
16259549,16259549,starter-decks-2026-08,8388641
17658803,,starter-decks-2026-08,17
21598948,21598948,starter-decks-2026-08,131076
22056710,22056710,starter-decks-2026-08,33554465
22346472,22346472,starter-decks-2026-08,2
22862454,22862454,starter-decks-2026-08,67108897
23171610,23171610,starter-decks-2026-08,65538
23331400,23331400,starter-decks-2026-08,33
23659124,,starter-decks-2026-08,17
24154052,,starter-decks-2026-08,17
24311372,,starter-decks-2026-08,17
25774450,25774450,starter-decks-2026-08,2
25924653,25924653,starter-decks-2026-08,33
26495087,26495087,starter-decks-2026-08,33
26523337,26523337,starter-decks-2026-08,33
27054370,,starter-decks-2026-08,17
27243130,27243130,starter-decks-2026-08,65538
27346636,27346636,starter-decks-2026-08,97
27847700,27847700,starter-decks-2026-08,2
30113682,,starter-decks-2026-08,17
30435145,30435145,starter-decks-2026-08,2
31077447,31077447,starter-decks-2026-08,4
31447217,,starter-decks-2026-08,17
31557782,31557782,starter-decks-2026-08,33
32202803,32202803,starter-decks-2026-08,33
32295838,,starter-decks-2026-08,17
32491822,32491822,starter-decks-2026-08,33554465
33438666,33438666,starter-decks-2026-08,33
34250214,34250214,starter-decks-2026-08,33
35224440,35224440,starter-decks-2026-08,2
35346968,35346968,starter-decks-2026-08,131076
35712107,,starter-decks-2026-08,17
35911108,35911108,starter-decks-2026-08,33
36562627,36562627,starter-decks-2026-08,131074
36694815,36694815,starter-decks-2026-08,33
38409239,38409239,starter-decks-2026-08,4
39522887,39522887,starter-decks-2026-08,33
39674352,,starter-decks-2026-08,17
41440817,41440817,starter-decks-2026-08,4
41470137,41470137,starter-decks-2026-08,33
42129512,,starter-decks-2026-08,17
42940404,42940404,starter-decks-2026-08,1057
43175027,43175027,starter-decks-2026-08,33
45792753,45792753,starter-decks-2026-08,4
46037983,46037983,starter-decks-2026-08,4129
46815301,46815301,starter-decks-2026-08,8225
47986555,,starter-decks-2026-08,17
48130397,48130397,starter-decks-2026-08,65538
48156348,48156348,starter-decks-2026-08,97
48649353,,starter-decks-2026-08,17
48712195,48712195,starter-decks-2026-08,131074
48882106,48882106,starter-decks-2026-08,8225
49417509,,starter-decks-2026-08,17
49888191,,starter-decks-2026-08,17
50005633,,starter-decks-2026-08,17
51335426,51335426,starter-decks-2026-08,65538
53167658,53167658,starter-decks-2026-08,131074
53839837,53839837,starter-decks-2026-08,33
55696885,55696885,starter-decks-2026-08,33
56094445,56094445,starter-decks-2026-08,33
56369281,,starter-decks-2026-08,17
56387350,56387350,starter-decks-2026-08,33
56514812,56514812,starter-decks-2026-08,33
56830749,56830749,starter-decks-2026-08,2
57731460,57731460,starter-decks-2026-08,33
58570206,58570206,starter-decks-2026-08,2
58818411,,starter-decks-2026-08,17
58947797,58947797,starter-decks-2026-08,33
59811955,59811955,starter-decks-2026-08,2
60862676,,starter-decks-2026-08,17
61583217,61583217,starter-decks-2026-08,524290
62397231,,starter-decks-2026-08,17
64163367,64163367,starter-decks-2026-08,131074
65898344,65898344,starter-decks-2026-08,131076
65910922,65910922,starter-decks-2026-08,8225
66516792,,starter-decks-2026-08,17
67829249,67829249,starter-decks-2026-08,2
67922702,67922702,starter-decks-2026-08,33
69162969,69162969,starter-decks-2026-08,2
69247929,,starter-decks-2026-08,17
70219023,70219023,starter-decks-2026-08,97
70645913,70645913,starter-decks-2026-08,33
71172240,71172240,starter-decks-2026-08,33
71564252,71564252,starter-decks-2026-08,33
72309040,72309040,starter-decks-2026-08,8225
72913666,72913666,starter-decks-2026-08,33
73285669,73285669,starter-decks-2026-08,97
73421698,73421698,starter-decks-2026-08,4129
74117290,74117290,starter-decks-2026-08,2
74210057,74210057,starter-decks-2026-08,33
74519184,74519184,starter-decks-2026-08,65538
76133574,76133574,starter-decks-2026-08,4129
76232340,,starter-decks-2026-08,17
77538567,77538567,starter-decks-2026-08,1048580
77565204,77565204,starter-decks-2026-08,131074
78161361,78161361,starter-decks-2026-08,33
78868776,78868776,starter-decks-2026-08,33
79109599,79109599,starter-decks-2026-08,33
79323590,79323590,starter-decks-2026-08,131074
80181649,80181649,starter-decks-2026-08,131074
80485722,80485722,starter-decks-2026-08,33
81330115,81330115,starter-decks-2026-08,8388641
83102080,83102080,starter-decks-2026-08,2
86780027,86780027,starter-decks-2026-08,131074
88000953,88000953,starter-decks-2026-08,67108897
88132637,88132637,starter-decks-2026-08,33
88728507,88728507,starter-decks-2026-08,33
88975532,88975532,starter-decks-2026-08,33
89189982,,starter-decks-2026-08,17
89832901,,starter-decks-2026-08,17
90299015,90299015,starter-decks-2026-08,33
91269402,91269402,starter-decks-2026-08,4
91697229,91697229,starter-decks-2026-08,33554465
91740879,91740879,starter-decks-2026-08,131074
92001300,92001300,starter-decks-2026-08,131074
92176681,,starter-decks-2026-08,17
92373006,92373006,starter-decks-2026-08,33
92998610,92998610,starter-decks-2026-08,33
93294869,93294869,starter-decks-2026-08,33
95174353,95174353,starter-decks-2026-08,33
95744531,95744531,starter-decks-2026-08,33
95788410,,starter-decks-2026-08,17
96216229,96216229,starter-decks-2026-08,1048580
97017120,97017120,starter-decks-2026-08,33
98891840,98891840,starter-decks-2026-08,2
98978921,98978921,starter-decks-2026-08,67108897
99529628,99529628,starter-decks-2026-08,33
